codigo_venda,data,total
78437,"2018-09-10 12:04:49",56.36
88811,"2018-09-12 11:19:15",44.89
328265,"2018-10-17 15:13:29",116.83
905,"2018-09-01 07:06:04",54.79
183867,"2018-09-28 21:57:31",56.36
353694,"2018-10-21 16:14:17",106.93
13701,"2018-09-03 11:05:55",56.36
216149,"2018-10-04 14:39:18",106.93
246729,"2018-10-08 16:30:13",57.85
384102,"2018-10-26 12:59:04",112.64
198176,"2018-10-01 17:23:28",114.21
113149,"2018-09-16 15:22:05",44.89
104826,"2018-09-14 19:39:12",56.36
106615,"2018-09-15 09:33:49",57.85
241267,"2018-10-07 22:09:47",44.89
351216,"2018-10-21 09:51:30",106.93
381354,"2018-10-26 05:12:33",57.85
36071,"2018-09-05 18:21:31",200.93
141823,"2018-09-21 15:01:38",44.89
122467,"2018-09-18 12:00:04",57.85
368222,"2018-10-24 01:20:11",56.36
98628,"2018-09-13 21:58:52",56.36
173001,"2018-09-27 11:39:02",115.7
347605,"2018-10-20 13:27:45",232.61
96983,"2018-09-13 17:50:12",44.89
410424,"2018-10-30 15:53:01",56.36
133613,"2018-09-20 13:00:22",118.4
223055,"2018-10-05 11:08:52",332.37
380621,"2018-10-25 22:32:12",54.79
336196,"2018-10-18 18:53:51",89.78
90276,"2018-09-12 15:30:34",111.15
272990,"2018-10-11 00:33:15",320.82
342009,"2018-10-19 14:54:46",56.36
44867,"2018-09-06 12:10:53",248.16
21989,"2018-09-04 11:39:07",54.79
330862,"2018-10-17 22:48:57",54.79
173942,"2018-09-27 13:55:52",62.04
153710,"2018-09-23 18:12:24",62.04
390014,"2018-10-27 10:53:25",44.89
230094,"2018-10-06 08:23:46",156.04
1204,"2018-09-01 09:03:28",57.85
204852,"2018-10-02 19:31:33",112.72
330032,"2018-10-17 20:10:16",44.89
411736,"2018-10-30 18:40:58",116.83
154160,"2018-09-23 19:27:58",62.04
183480,"2018-09-28 20:47:04",57.85
168776,"2018-09-26 15:24:52",99.68
381825,"2018-10-26 08:33:00",102.74
239935,"2018-10-07 18:39:36",62.04
394823,"2018-10-28 09:36:34",54.79
150483,"2018-09-23 09:23:09",116.83
263508,"2018-10-10 12:26:01",57.85
421013,"2018-10-31 18:55:05",106.93
325932,"2018-10-17 09:40:33",112.64
2763,"2018-09-01 14:11:14",99.68
88131,"2018-09-12 09:18:49",57.85
244465,"2018-10-08 12:34:42",99.68
362131,"2018-10-22 22:25:57",119.89
215631,"2018-10-04 13:33:52",112.72
361531,"2018-10-22 20:31:10",54.79
316217,"2018-10-15 17:51:36",206.61
27908,"2018-09-04 22:07:58",54.79
176751,"2018-09-27 21:19:56",57.85
178364,"2018-09-28 08:33:57",115.7
400546,"2018-10-29 09:10:24",226.82
344148,"2018-10-19 19:55:11",57.85
1216,"2018-09-01 09:06:57",57.85
247172,"2018-10-08 17:22:07",111.15
112511,"2018-09-16 13:48:44",56.36
54033,"2018-09-07 00:21:56",44.89
185741,"2018-09-29 11:39:29",115.7
124134,"2018-09-18 17:21:05",44.89
216506,"2018-10-04 15:27:42",216.95
346578,"2018-10-20 10:11:49",102.74
302485,"2018-10-14 08:26:45",118.4
101440,"2018-09-14 12:01:24",111.15
282662,"2018-10-11 18:29:54",62.04
14006,"2018-09-03 11:42:14",383.94
222147,"2018-10-05 09:33:03",57.85
151982,"2018-09-23 13:22:53",115.7
214511,"2018-10-04 11:16:32",56.36
229305,"2018-10-05 23:37:10",56.36
130541,"2018-09-19 20:43:50",119.89
268437,"2018-10-10 18:31:14",102.74
195993,"2018-10-01 11:26:57",111.15
212155,"2018-10-03 22:22:31",118.4
160481,"2018-09-24 21:54:31",57.85
295599,"2018-10-13 10:39:19",124.08
234240,"2018-10-06 19:32:23",54.79
43767,"2018-09-06 10:56:45",111.15
267560,"2018-10-10 17:24:01",106.93
167958,"2018-09-26 13:02:01",57.85
370512,"2018-10-24 13:47:13",116.83
320179,"2018-10-16 11:13:18",111.15
88040,"2018-09-12 08:57:20",119.89
74946,"2018-09-09 19:15:14",44.89
123377,"2018-09-18 14:46:07",119.89
324154,"2018-10-16 21:09:22",213.89
351531,"2018-10-21 10:53:55",216.51
260602,"2018-10-10 06:41:11",119.89
25631,"2018-09-04 18:16:47",124.08
200607,"2018-10-02 07:12:52",115.7
305207,"2018-10-14 12:49:50",119.89
316572,"2018-10-15 18:41:29",225.28
389111,"2018-10-27 07:30:37",115.7
67888,"2018-09-08 22:12:52",62.04
209170,"2018-10-03 14:17:31",54.79
89657,"2018-09-12 13:53:49",56.36
307974,"2018-10-14 17:52:19",102.74
200000,"2018-10-01 22:50:29",56.36
165891,"2018-09-25 23:07:17",44.89
356537,"2018-10-22 01:52:02",338
381663,"2018-10-26 07:59:06",44.89
216824,"2018-10-04 16:04:11",56.36
272980,"2018-10-11 00:31:35",54.79
422160,"2018-10-31 20:44:17",112.64
308175,"2018-10-14 18:18:38",62.04
411340,"2018-10-30 17:46:54",112.64
210854,"2018-10-03 18:55:45",62.04
39081,"2018-09-05 22:05:38",57.85
179365,"2018-09-28 10:58:56",112.72
219078,"2018-10-04 20:38:34",114.21
173531,"2018-09-27 12:57:30",56.36
125260,"2018-09-18 20:52:33",226.85
215859,"2018-10-04 14:03:30",109.58
257906,"2018-10-09 19:51:49",109.58
309702,"2018-10-14 21:55:51",57.85
30058,"2018-09-05 09:30:38",112.72
352982,"2018-10-21 14:19:44",54.79
400206,"2018-10-29 07:44:45",44.89
198875,"2018-10-01 19:26:21",370.26
384374,"2018-10-26 13:30:22",112.64
150390,"2018-09-23 08:59:55",54.79
98340,"2018-09-13 21:15:21",57.85
197225,"2018-10-01 14:43:52",116.83
93756,"2018-09-13 09:51:24",115.7
344649,"2018-10-19 21:23:06",119.89
111441,"2018-09-16 11:12:09",99.68
74569,"2018-09-09 18:16:18",111.15
295666,"2018-10-13 10:46:15",231.04
128852,"2018-09-19 15:47:49",44.89
233593,"2018-10-06 17:31:37",56.36
166609,"2018-09-26 08:49:18",62.04
275050,"2018-10-11 09:42:22",54.79
344719,"2018-10-19 21:36:25",111.15
387165,"2018-10-26 19:00:36",54.79
316322,"2018-10-15 18:06:08",44.89
174550,"2018-09-27 15:34:06",57.85
221690,"2018-10-05 08:42:14",62.04
143645,"2018-09-21 19:26:27",102.74
74757,"2018-09-09 18:46:51",164.78
134393,"2018-09-20 14:54:36",119.89
229347,"2018-10-05 23:48:45",111.15
325279,"2018-10-17 05:51:28",56.36
135050,"2018-09-20 16:38:45",56.36
373736,"2018-10-24 23:09:26",99.68
271161,"2018-10-10 21:50:24",44.89
295975,"2018-10-13 11:17:50",56.36
99921,"2018-09-14 08:06:21",56.36
128571,"2018-09-19 14:54:21",89.78
186055,"2018-09-29 12:35:19",99.68
208924,"2018-10-03 13:45:27",56.36
233590,"2018-10-06 17:30:41",118.4
335939,"2018-10-18 18:17:01",44.89
9862,"2018-09-02 17:54:01",62.04
146904,"2018-09-22 13:02:49",124.08
20009,"2018-09-04 00:59:00",56.36
417747,"2018-10-31 13:42:25",106.93
172677,"2018-09-27 10:44:05",236.72
18871,"2018-09-03 21:36:23",56.36
338911,"2018-10-19 08:30:07",56.36
348335,"2018-10-20 15:51:32",112.72
306277,"2018-10-14 14:33:08",44.89
298863,"2018-10-13 17:01:19",57.85
35385,"2018-09-05 17:20:08",124.08
187149,"2018-09-29 16:35:58",54.79
90108,"2018-09-12 15:08:11",124.08
314099,"2018-10-15 13:58:19",44.89
289234,"2018-10-12 12:18:07",115.7
95210,"2018-09-13 13:28:42",160.59
370054,"2018-10-24 12:35:43",119.89
135815,"2018-09-20 18:36:06",119.89
38445,"2018-09-05 21:17:42",99.68
261533,"2018-10-10 09:25:06",56.36
384656,"2018-10-26 13:59:37",56.36
115453,"2018-09-16 22:24:11",54.79
57317,"2018-09-07 12:55:30",119.89
91949,"2018-09-12 20:42:25",116.83
14412,"2018-09-03 12:35:45",56.36
208926,"2018-10-03 13:45:40",106.93
284615,"2018-10-11 21:05:47",239.78
305799,"2018-10-14 13:47:59",57.85
131119,"2018-09-19 22:23:21",57.85
381941,"2018-10-26 08:53:17",114.21
13663,"2018-09-03 11:01:42",54.79
158374,"2018-09-24 15:23:29",213.97
193891,"2018-09-30 21:12:25",57.85
58847,"2018-09-07 16:22:06",164.78
138518,"2018-09-21 07:17:34",56.36
197141,"2018-10-01 14:30:47",186.12
169720,"2018-09-26 18:06:14",164.78
91915,"2018-09-12 20:37:16",57.85
327027,"2018-10-17 12:12:29",340.59
21670,"2018-09-04 10:57:03",56.36
129048,"2018-09-19 16:21:01",112.64
224131,"2018-10-05 12:59:04",109.58
211194,"2018-10-03 20:00:15",62.04
407122,"2018-10-30 08:17:32",56.36
242152,"2018-10-08 05:44:01",116.83
87136,"2018-09-11 22:31:03",56.36
191342,"2018-09-30 13:43:40",106.93
116004,"2018-09-17 04:44:52",54.79
155076,"2018-09-23 22:19:48",106.93
19061,"2018-09-03 22:00:05",115.7
391535,"2018-10-27 15:06:00",89.78
245566,"2018-10-08 14:28:03",56.36
166815,"2018-09-26 09:32:35",101.25
351700,"2018-10-21 11:16:13",102.74
16699,"2018-09-03 17:25:13",56.36
81775,"2018-09-10 21:43:15",106.93
5233,"2018-09-01 22:35:17",112.72
235742,"2018-10-07 06:18:59",160.59
328461,"2018-10-17 15:40:04",44.89
240775,"2018-10-07 21:01:46",219.57
116173,"2018-09-17 08:04:02",219.57
345180,"2018-10-19 23:10:17",56.36
342722,"2018-10-19 16:28:43",115.7
173978,"2018-09-27 14:01:21",57.85
85441,"2018-09-11 16:59:11",56.36
58049,"2018-09-07 14:16:59",119.89
295461,"2018-10-13 10:21:43",99.68
107463,"2018-09-15 12:32:31",106.93
12552,"2018-09-03 07:44:36",57.85
277372,"2018-10-11 12:31:29",223.76
51788,"2018-09-06 20:25:27",54.79
120746,"2018-09-17 22:44:17",62.04
325683,"2018-10-17 08:48:59",118.4
12526,"2018-09-03 07:30:54",114.21
114094,"2018-09-16 18:07:21",101.25
165940,"2018-09-25 23:18:51",106.93
93677,"2018-09-13 09:38:50",57.85
216931,"2018-10-04 16:16:21",44.89
309822,"2018-10-14 22:14:39",89.78
128209,"2018-09-19 14:00:06",54.79
332898,"2018-10-18 11:34:04",62.04
1772,"2018-09-01 11:06:49",56.36
406962,"2018-10-30 07:28:29",57.85
372316,"2018-10-24 18:49:03",118.4
193137,"2018-09-30 18:42:29",112.64
197962,"2018-10-01 16:42:20",106.93
178501,"2018-09-28 08:59:50",119.89
401595,"2018-10-29 11:38:02",99.68
215123,"2018-10-04 12:30:57",106.93
377681,"2018-10-25 15:50:28",62.04
368382,"2018-10-24 06:46:59",44.89
112138,"2018-09-16 12:52:09",44.89
220679,"2018-10-05 00:09:57",111.15
9271,"2018-09-02 16:25:51",102.74
54621,"2018-09-07 06:06:07",112.64
146285,"2018-09-22 10:53:11",231.04
156230,"2018-09-24 09:23:56",62.04
377736,"2018-10-25 15:57:21",54.79
144935,"2018-09-21 23:35:54",112.64
305296,"2018-10-14 12:59:22",44.89
356212,"2018-10-22 00:03:19",62.04
27404,"2018-09-04 21:15:19",101.25
190188,"2018-09-30 10:52:28",227.98
400921,"2018-10-29 10:08:47",124.08
129084,"2018-09-19 16:27:07",114.21
169210,"2018-09-26 16:35:15",56.36
97292,"2018-09-13 18:40:15",44.89
277982,"2018-10-11 13:06:26",56.36
368965,"2018-10-24 09:31:27",57.85
408092,"2018-10-30 10:53:14",57.85
123356,"2018-09-18 14:41:24",56.36
150078,"2018-09-23 06:44:43",102.74
136897,"2018-09-20 21:12:56",44.89
386932,"2018-10-26 18:29:10",114.21
246792,"2018-10-08 16:36:20",239.78
187322,"2018-09-29 17:14:19",54.79
304890,"2018-10-14 12:20:14",54.79
409972,"2018-10-30 14:55:01",54.79
278511,"2018-10-11 13:38:06",228.34
192141,"2018-09-30 15:42:26",62.04
242073,"2018-10-08 02:08:44",56.36
31562,"2018-09-05 11:54:31",57.85
93516,"2018-09-13 09:08:44",118.4
195424,"2018-10-01 09:46:55",111.15
88664,"2018-09-12 10:54:02",119.89
162015,"2018-09-25 10:44:32",102.74
204858,"2018-10-02 19:33:25",114.21
169993,"2018-09-26 18:57:07",62.04
74166,"2018-09-09 17:16:34",114.21
232048,"2018-10-06 13:34:41",54.79
83949,"2018-09-11 12:17:51",57.85
157309,"2018-09-24 12:20:52",116.83
135350,"2018-09-20 17:23:02",54.79
17034,"2018-09-03 18:04:35",112.64
402080,"2018-10-29 12:53:18",54.79
394819,"2018-10-28 09:35:02",62.04
302541,"2018-10-14 08:37:22",54.79
195288,"2018-10-01 09:19:41",89.78
385435,"2018-10-26 15:32:11",44.89
229562,"2018-10-06 01:13:19",44.89
98650,"2018-09-13 22:02:07",44.89
70011,"2018-09-09 10:04:55",56.36
147624,"2018-09-22 15:16:29",118.4
209032,"2018-10-03 14:01:52",56.36
164848,"2018-09-25 19:29:06",102.74
217065,"2018-10-04 16:34:15",57.85
251983,"2018-10-09 09:50:11",56.36
165506,"2018-09-25 21:42:43",56.36
172937,"2018-09-27 11:27:07",54.79
66548,"2018-09-08 18:58:22",101.25
246237,"2018-10-08 15:37:49",57.85
36301,"2018-09-05 18:41:12",62.04
172303,"2018-09-27 09:42:45",44.89
61467,"2018-09-08 00:33:46",102.74
158865,"2018-09-24 16:54:16",112.64
206710,"2018-10-03 06:30:49",221.14
133605,"2018-09-20 12:58:47",106.93
189412,"2018-09-30 08:06:01",62.04
144333,"2018-09-21 21:27:32",56.36
348361,"2018-10-20 15:59:51",111.15
132041,"2018-09-20 08:28:18",106.93
303902,"2018-10-14 10:53:11",62.04
129625,"2018-09-19 18:02:45",119.89
240838,"2018-10-07 21:10:47",57.85
319004,"2018-10-16 07:26:24",57.85
153132,"2018-09-23 16:38:49",218.08
47145,"2018-09-06 14:34:38",44.89
201818,"2018-10-02 11:31:48",109.58
333416,"2018-10-18 12:49:42",232.61
88776,"2018-09-12 11:13:03",200.93
278701,"2018-10-11 13:49:59",229.55
137718,"2018-09-20 22:53:21",62.04
174262,"2018-09-27 14:43:41",44.89
403863,"2018-10-29 16:57:02",115.7
38575,"2018-09-05 21:27:32",62.04
144836,"2018-09-21 23:13:12",54.79
376040,"2018-10-25 12:16:16",112.64
19095,"2018-09-03 22:04:10",57.85
65558,"2018-09-08 16:37:32",229.55
126826,"2018-09-19 09:35:53",44.89
85415,"2018-09-11 16:55:34",118.4
230881,"2018-10-06 10:47:13",235.23
331161,"2018-10-18 00:03:53",225.33
301099,"2018-10-13 22:16:08",44.89
319857,"2018-10-16 10:27:33",101.25
84411,"2018-09-11 13:45:52",111.15
239964,"2018-10-07 18:43:07",62.04
355849,"2018-10-21 21:55:18",44.89
103282,"2018-09-14 15:49:56",44.89
335608,"2018-10-18 17:28:13",99.68
298515,"2018-10-13 16:21:44",118.4
303524,"2018-10-14 10:22:58",62.04
189594,"2018-09-30 08:54:33",44.89
304977,"2018-10-14 12:26:50",62.04
230096,"2018-10-06 08:24:25",57.85
85097,"2018-09-11 15:54:16",54.79
327899,"2018-10-17 14:17:13",56.36
175398,"2018-09-27 17:48:04",54.79
124743,"2018-09-18 19:13:16",54.79
370882,"2018-10-24 14:56:50",54.79
262378,"2018-10-10 10:44:26",54.79
109173,"2018-09-15 19:01:07",112.64
130259,"2018-09-19 19:52:40",119.89
129656,"2018-09-19 18:09:02",99.68
321441,"2018-10-16 14:19:10",57.85
196270,"2018-10-01 12:14:17",112.72
10116,"2018-09-02 18:28:31",172.06
87269,"2018-09-11 22:58:39",89.78
174519,"2018-09-27 15:28:32",56.36
206326,"2018-10-02 23:36:24",56.36
29022,"2018-09-05 01:24:54",56.36
136226,"2018-09-20 19:35:28",216.51
21790,"2018-09-04 11:13:17",62.04
246265,"2018-10-08 15:40:24",56.36
363012,"2018-10-23 09:04:09",234.1
355641,"2018-10-21 22:13:36",56.36
105205,"2018-09-14 20:55:00",111.15
288310,"2018-10-12 10:38:19",115.7
306923,"2018-10-14 15:48:47",44.89
221532,"2018-10-05 08:17:23",102.74
378544,"2018-10-25 17:38:54",112.64
13948,"2018-09-03 11:34:32",101.25
351914,"2018-10-21 11:48:25",54.79
337249,"2018-10-18 21:35:14",109.58
236632,"2018-10-07 10:40:49",102.74
28513,"2018-09-04 23:22:49",101.25
335236,"2018-10-18 16:34:51",57.85
275529,"2018-10-11 10:19:55",44.89
41704,"2018-09-06 08:20:06",124.08
9926,"2018-09-02 18:03:19",118.4
228736,"2018-10-05 21:53:33",44.89
287936,"2018-10-12 09:54:57",44.89
39975,"2018-09-05 23:17:05",44.89
184789,"2018-09-29 07:35:27",451.05
159034,"2018-09-24 17:23:43",106.93
370758,"2018-10-24 14:31:42",54.79
315903,"2018-10-15 17:12:18",44.89
265873,"2018-10-10 15:12:46",56.36
110743,"2018-09-16 08:51:42",57.85
142797,"2018-09-21 17:18:28",115.7
102574,"2018-09-14 14:21:37",56.36
62038,"2018-09-08 08:26:24",56.36
212119,"2018-10-03 22:16:19",62.04
404685,"2018-10-29 19:00:41",116.83
173613,"2018-09-27 13:08:01",57.85
220533,"2018-10-04 23:41:28",56.36
68152,"2018-09-08 23:01:14",54.79
170885,"2018-09-26 21:47:26",54.79
310362,"2018-10-14 23:37:39",260.35
205062,"2018-10-02 19:59:32",102.74
259479,"2018-10-09 22:28:59",99.68
352805,"2018-10-21 13:55:50",119.89
38105,"2018-09-05 20:53:39",112.72
61322,"2018-09-07 23:46:39",174.76
361230,"2018-10-22 19:44:44",118.4
303638,"2018-10-14 10:33:16",62.04
31402,"2018-09-05 11:41:43",119.89
25669,"2018-09-04 18:21:33",56.36
374481,"2018-10-25 08:19:48",44.89
98778,"2018-09-13 22:21:18",57.85
70508,"2018-09-09 10:55:32",102.74
113879,"2018-09-16 17:23:36",56.36
232956,"2018-10-06 15:45:07",54.79
178802,"2018-09-28 09:47:20",57.85
256389,"2018-10-09 17:20:03",106.93
342124,"2018-10-19 15:05:11",111.15
154841,"2018-09-23 21:28:56",57.85
303269,"2018-10-14 10:02:56",115.7
192937,"2018-09-30 18:02:45",56.36
87086,"2018-09-11 22:24:16",57.85
268552,"2018-10-10 18:41:07",221.14
26277,"2018-09-04 19:26:09",62.04
367361,"2018-10-23 21:12:25",112.64
290083,"2018-10-12 13:58:12",56.36
205066,"2018-10-02 19:59:59",44.89
153911,"2018-09-23 18:48:59",111.15
338424,"2018-10-19 04:26:10",101.25
354693,"2018-10-21 19:22:01",116.83
324476,"2018-10-16 22:08:43",56.36
135114,"2018-09-20 16:47:38",57.85
103381,"2018-09-14 16:02:54",44.89
25700,"2018-09-04 18:25:44",57.85
321809,"2018-10-16 15:07:55",829.36
239896,"2018-10-07 18:32:40",56.36
271044,"2018-10-10 21:42:53",62.04
108504,"2018-09-15 16:13:17",111.15
304540,"2018-10-14 11:46:30",124.08
281205,"2018-10-11 16:47:23",221.14
191747,"2018-09-30 14:43:20",102.74
85348,"2018-09-11 16:41:29",219.57
208430,"2018-10-03 12:32:09",178.87
174147,"2018-09-27 14:26:26",111.15
373608,"2018-10-24 22:36:12",119.89
395321,"2018-10-28 11:01:00",56.36
3507,"2018-09-01 16:42:20",56.36
69399,"2018-09-09 08:53:42",62.04
277128,"2018-10-11 12:15:40",57.85
151914,"2018-09-23 13:12:32",99.68
417892,"2018-10-31 13:54:42",56.36
410764,"2018-10-30 16:35:29",111.15
367570,"2018-10-23 21:51:09",109.58
48648,"2018-09-06 16:16:40",111.15
262723,"2018-10-10 11:17:01",44.89
86297,"2018-09-11 19:33:31",102.74
401193,"2018-10-29 10:45:26",159.1
78269,"2018-09-10 11:33:30",114.21
96244,"2018-09-13 16:00:40",114.21
205259,"2018-10-02 20:30:08",112.64
302784,"2018-10-14 09:12:49",114.21
113299,"2018-09-16 15:46:26",102.74
337824,"2018-10-18 23:05:36",119.89
302583,"2018-10-14 08:46:05",119.89
16790,"2018-09-03 17:36:19",102.74
298016,"2018-10-13 15:16:53",57.85
235582,"2018-10-07 01:10:36",44.89
213004,"2018-10-04 05:48:49",114.21
1308,"2018-09-01 09:34:04",56.36
117953,"2018-09-17 13:55:24",223.79
224832,"2018-10-05 14:11:01",208.18
357226,"2018-10-22 08:57:55",57.85
9214,"2018-09-02 16:18:01",56.36
380049,"2018-10-25 21:03:28",102.74
118982,"2018-09-17 16:49:24",111.15
261441,"2018-10-10 09:16:32",115.7
100003,"2018-09-14 08:22:16",109.58
205974,"2018-10-02 22:28:02",208.18
172057,"2018-09-27 08:52:58",89.78
140565,"2018-09-21 12:30:07",112.64
151538,"2018-09-23 12:12:22",44.89
2448,"2018-09-01 13:07:34",112.72
116234,"2018-09-17 08:22:48",54.79
3081,"2018-09-01 15:10:41",54.79
30839,"2018-09-05 10:50:30",209.67
210270,"2018-10-03 16:53:42",118.4
373945,"2018-10-25 00:42:51",44.89
63174,"2018-09-08 11:13:44",56.36
24375,"2018-09-04 15:40:18",101.25
176654,"2018-09-27 21:05:24",54.79
157214,"2018-09-24 12:06:37",44.89
421640,"2018-10-31 19:55:43",119.89
264055,"2018-10-10 13:07:18",57.85
24650,"2018-09-04 16:11:27",57.85
277336,"2018-10-11 12:29:43",99.68
388690,"2018-10-27 00:31:50",106.93
102662,"2018-09-14 14:33:07",44.89
86278,"2018-09-11 19:29:42",57.85
164332,"2018-09-25 17:41:12",56.36
322339,"2018-10-16 16:27:21",118.4
102453,"2018-09-14 14:08:30",62.04
16292,"2018-09-03 16:36:13",62.04
301842,"2018-10-14 01:28:57",62.04
116838,"2018-09-17 10:37:21",106.93
202926,"2018-10-02 14:12:31",57.85
89297,"2018-09-12 12:51:29",159.1
391704,"2018-10-27 15:36:58",44.89
246927,"2018-10-08 16:50:21",57.85
374612,"2018-10-25 08:47:36",118.4
149577,"2018-09-22 23:07:53",54.79
325767,"2018-10-17 09:06:44",223.79
15541,"2018-09-03 14:57:34",54.79
299150,"2018-10-13 17:38:34",44.89
124019,"2018-09-18 16:58:59",54.79
113966,"2018-09-16 17:42:25",62.04
201194,"2018-10-02 09:50:27",116.83
29130,"2018-09-05 04:52:43",57.85
91556,"2018-09-12 19:18:22",227.98
178777,"2018-09-28 09:44:25",119.89
130776,"2018-09-19 21:24:58",102.74
118829,"2018-09-17 16:20:46",89.78
33705,"2018-09-05 14:46:13",124.08
75366,"2018-09-09 20:15:48",54.79
133910,"2018-09-20 13:42:23",219.57
60393,"2018-09-07 20:25:14",62.04
114566,"2018-09-16 19:27:46",44.89
21487,"2018-09-04 10:36:42",44.89
189044,"2018-09-30 00:51:48",57.85
146753,"2018-09-22 12:28:43",57.85
82367,"2018-09-11 00:14:01",62.04
29992,"2018-09-05 09:23:33",167.43
402324,"2018-10-29 13:28:37",102.74
45633,"2018-09-06 13:02:53",215.38
21322,"2018-09-04 10:16:34",118.4
352056,"2018-10-21 12:04:03",102.74
109175,"2018-09-15 19:01:40",57.85
396439,"2018-10-28 13:43:54",54.79
384166,"2018-10-26 13:05:18",89.78
378384,"2018-10-25 17:16:01",62.04
378230,"2018-10-25 16:59:45",57.85
149998,"2018-09-23 04:59:31",56.36
72288,"2018-09-09 13:26:04",54.79
314600,"2018-10-15 14:42:29",56.36
278834,"2018-10-11 13:58:34",54.79
369174,"2018-10-24 10:13:35",114.21
261098,"2018-10-10 08:36:59",102.74
419768,"2018-10-31 16:49:11",56.36
344594,"2018-10-19 21:11:00",56.36
84921,"2018-09-11 15:22:40",112.72
337939,"2018-10-18 23:25:32",89.78
94813,"2018-09-13 12:32:35",44.89
422819,"2018-10-31 21:50:07",101.25
96324,"2018-09-13 16:11:33",44.89
399734,"2018-10-28 23:54:23",44.89
310186,"2018-10-14 23:07:33",44.89
191121,"2018-09-30 13:10:23",44.89
105548,"2018-09-14 22:13:57",62.04
27018,"2018-09-04 20:39:22",62.04
367678,"2018-10-23 22:15:22",114.21
271680,"2018-10-10 22:23:59",54.79
72697,"2018-09-09 14:09:04",89.78
61983,"2018-09-08 08:07:39",44.89
409576,"2018-10-30 14:04:42",57.85
1366,"2018-09-01 09:47:39",106.93
17906,"2018-09-03 19:45:37",206.61
18615,"2018-09-03 21:07:53",44.89
155805,"2018-09-24 07:43:21",54.79
23213,"2018-09-04 13:51:35",56.36
193282,"2018-09-30 19:09:01",56.36
279110,"2018-10-11 14:16:05",102.74
359173,"2018-10-22 13:59:00",54.79
43136,"2018-09-06 10:16:48",119.89
155248,"2018-09-23 23:01:12",118.4
81908,"2018-09-10 22:09:52",57.85
375589,"2018-10-25 11:19:50",111.15
238812,"2018-10-07 15:45:38",116.83
363763,"2018-10-23 11:15:50",118.4
165429,"2018-09-25 21:27:04",118.4
135490,"2018-09-20 17:44:38",44.89
272837,"2018-10-11 00:10:01",57.85
221702,"2018-10-05 08:43:30",62.04
14029,"2018-09-03 11:45:13",112.64
43655,"2018-09-06 10:49:10",112.64
175419,"2018-09-27 17:51:09",116.83
